,DIA,HORA,ALT (m)
1146,09,14:21,1.3
1147,09,21:11,0.3
1148,09,02:26,1.4
1149,10,09:34,0.1
1150,10,14:51,1.3
1151,10,21:41,0.3
1152,11,03:02,1.5
1153,11,10:06,0.2
1154,11,15:15,1.3
1155,11,21:56,0.3
1156,11,03:39,1.4
1157,12,10:34,0.3
1158,12,15:49,1.2
1159,12,21:41,0.3
1160,13,04:11,1.3
1161,13,10:38,0.5
1162,13,16:13,1.2
1163,13,21:34,0.3
1164,13,04:53,1.2
1165,14,09:53,0.6
1166,14,21:53,0.4
1167,15,05:28,1.1
1168,15,09:53,0.6
1169,15,17:11,1.0
1170,15,22:11,0.4
1171,15,06:09,0.9
1172,16,09:56,0.7
1173,16,12:51,0.8
1174,16,17:51,0.9
1175,16,22:39,0.5
1176,17,00:49,0.5
1177,17,07:15,0.8
1178,17,12:45,0.9
1179,17,15:49,0.8
1180,17,18:38,0.9
1181,17,03:58,0.5
1182,18,12:43,0.9
1183,18,20:11,0.8
1184,19,05:02,0.4
1185,19,12:45,1.0
1186,19,17:51,0.6
1187,19,23:39,0.9
1188,19,05:54,0.3
1189,20,12:51,1.1
1190,20,18:26,0.5
1191,21,00:11,1.0
1192,21,06:36,0.2
1193,21,13:06,1.2
1194,21,19:00,0.4
1195,21,00:45,1.1
1196,22,07:13,0.1
1197,22,13:26,1.2
1198,22,19:32,0.3
1199,23,01:15,1.3
1200,23,07:51,0.1
1201,23,13:53,1.3
1202,23,20:02,0.2
1203,23,01:49,1.4
1204,24,08:28,0.1
1205,24,14:17,1.3
1206,24,20:36,0.2
1207,25,02:21,1.4
1208,25,09:06,0.1
1209,25,14:45,1.3
1210,25,21:09,0.1
1211,25,02:58,1.4
1212,26,09:49,0.2
1213,26,15:09,1.2
1214,26,21:49,0.2
1215,27,03:34,1.4
1216,27,10:36,0.3
1217,27,15:41,1.2
1218,27,22:34,0.2
1219,27,04:08,1.3
1220,28,11:30,0.4
1221,28,16:08,1.1
1222,28,23:28,0.2
1223,29,04:53,1.2
1224,29,12:38,0.6
1225,29,16:43,1.0
1226,29,00:38,0.3
1227,30,05:39,0.1
1228,30,09:06,0.9
1229,30,13:54,0.7
1230,30,17:17,0.9
1231,31,01:54,0.3
1232,31,08:49,0.9
1233,31,11:26,0.0
1234,31,15:08,0.7
1235,31,18:06,0.9
1236,31,22:06,0.6
1237,31,23:04,0.6
1238,01,03:09,0.3
1239,01,16:24,0.7
1240,01,22:13,0.7
1241,01,23:45,0.7
1242,01,04:23,0.3
1243,02,12:53,1.1
1244,02,23:45,0.9
1245,03,05:28,0.2
1246,03,13:11,1.1
1247,03,18:15,0.5
1248,03,23:47,1.0
1249,03,06:23,0.1
1250,04,13:11,1.1
1251,04,18:58,0.4
1252,05,00:17,1.1
1253,05,07:09,0.1
1254,05,13:02,1.1
1255,05,19:38,0.3
1256,05,00:53,1.3
1257,06,07:54,0.1
1258,06,13:17,1.2
1259,06,20:08,0.3
1260,07,01:26,1.3
1261,07,08:32,0.2
1262,07,13:45,1.2
1263,07,20:41,0.2
1264,07,02:04,1.4
1265,08,09:06,0.2
1266,08,14:13,1.3
1267,08,21:09,0.2
1268,09,02:43,1.4
1269,09,09:39,0.3
1270,09,14:49,1.3
1271,09,21:34,0.2
1272,09,03:17,1.3
1273,10,10:06,0.4
1274,10,15:15,1.2
1275,10,21:47,0.2
1276,11,03:58,1.3
1277,11,10:30,0.5
1278,11,15:51,1.2
1279,11,22:13,0.3
1280,11,04:36,1.2
1281,12,10:36,0.6
1282,12,16:19,1.1
1283,12,22:26,0.3
1284,13,05:11,1.1
1285,13,10:13,0.7
1286,13,16:56,1.1
1287,13,23:30,0.4
1288,13,06:00,1.0
1289,14,10:02,0.7
1290,14,13:36,0.7
1291,14,17:34,1.0
1292,15,01:49,0.5
1293,15,10:00,0.8
1294,15,11:45,0.8
1295,15,14:56,0.7
1296,15,18:21,0.9
1297,15,03:04,0.5
1298,16,11:47,0.9
1299,16,19:39,0.9
1300,17,04:09,0.4
1301,17,11:49,1.0
1302,17,21:41,0.9
1303,17,05:06,0.3
1304,18,12:02,1.0
1305,18,23:15,1.0
1306,19,05:56,0.3
1307,19,12:24,1.1
1308,19,18:17,0.4
1309,19,00:04,1.1
1310,20,06:41,0.2
1311,20,12:51,1.2
1312,20,18:56,0.3
1313,21,00:49,1.2
1314,21,07:24,0.2
1315,21,13:19,1.2
1316,21,19:36,0.2
1317,21,01:26,1.3
1318,22,08:08,0.2
1319,22,13:51,1.2
1320,22,20:13,0.1
1321,23,02:06,1.4
1322,23,08:54,0.2
1323,23,14:19,1.2
1324,23,20:56,0.1
1325,23,02:49,1.4
1326,24,09:43,0.3
1327,24,14:51,1.2
1328,24,21:43,0.1
1329,25,03:28,1.4
1330,25,10:36,0.4
1331,25,15:21,1.1
1332,25,22:34,0.1
1333,25,04:09,1.3
1334,26,11:30,0.5
1335,26,15:56,1.1
1336,26,23:30,0.1
1337,27,04:56,1.2
1338,27,12:30,0.6
1339,27,16:34,1.1
1340,27,00:34,0.2
1341,28,05:47,1.1
1342,28,13:38,0.7
1343,28,17:15,1.0
1344,29,01:41,0.2
1345,29,08:47,0.9
1346,29,14:45,0.7
1347,29,18:08,0.9
1348,29,02:51,0.3
1349,30,11:51,1.0
1350,30,19:19,0.9
1351,01,03:58,0.3
1352,01,12:32,1.0
1353,01,20:56,0.9
1354,01,05:00,0.3
1355,02,12:47,1.0
1356,02,22:30,1.0
1357,03,05:58,0.3
1358,03,11:47,1.0
1359,03,18:24,0.4
1360,03,23:34,1.1
1361,03,06:49,0.3
1362,04,12:04,1.0
1363,04,19:04,0.4
1364,05,00:21,1.2
1365,05,07:30,0.3
1366,05,12:38,1.1
1367,05,19:43,0.3
1368,05,01:06,1.2
1369,06,08:08,0.3
1370,06,13:09,1.2
1371,06,20:17,0.2
1372,07,01:51,1.3
1373,07,08:47,0.4
1374,07,13:49,1.2
1375,07,20:51,0.2
1376,07,02:28,1.3
1377,08,09:19,0.4
1378,08,14:23,1.2
1379,08,21:24,0.2
1380,09,03:08,1.3
1381,09,09:53,0.5
1382,09,15:00,1.2
1383,09,21:58,0.2
1384,09,03:49,1.2
1385,10,10:28,0.5
1386,10,15:36,1.2
1387,10,22:34,0.2
1388,11,04:24,1.2
1389,11,11:06,0.6
1390,11,16:08,1.2
1391,11,23:15,0.3
1392,11,05:04,1.1
1393,12,11:53,0.6
1394,12,16:47,1.1
1395,13,00:02,0.3
1396,13,05:49,1.1
1397,13,17:23,1.1
1398,13,01:00,0.4
1399,14,06:34,1.0
1400,14,18:06,1.0
1401,15,02:04,0.4
1402,15,07:26,0.9
1403,15,14:54,0.7
1404,15,19:02,1.0
1405,15,03:09,0.4
1406,16,08:41,0.9
1407,16,20:13,0.9
1408,17,04:13,0.4
1409,17,10:19,0.9
1410,17,21:49,1.0
1411,17,05:13,0.4
1412,18,11:28,1.0
1413,18,23:21,1.1
1414,19,06:11,0.3
1415,19,12:15,1.0
1416,19,18:24,0.3
1417,19,00:28,1.2
1418,20,07:06,0.3
1419,20,12:54,1.1
1420,20,19:11,0.2
1421,21,01:23,1.3
1422,21,07:58,0.3
1423,21,13:30,1.1
1424,21,20:00,0.1
1425,21,02:09,1.3
1426,22,08:51,0.3
1427,22,14:04,1.1
1428,22,20:51,0.0
1429,23,02:56,1.3
1430,23,09:41,0.3
1431,23,14:41,1.1
1432,23,21:41,0.0
1433,23,03:38,1.3
1434,24,10:30,0.4
1435,24,15:15,1.2
1436,24,22:32,0.0
1437,25,04:19,1.3
1438,25,11:19,0.5
1439,25,15:54,1.2
1440,25,23:23,0.0
1441,25,05:00,1.2
1442,26,12:09,0.5
1443,26,16:34,1.1
1444,27,00:17,0.1
1445,27,05:41,1.1
1446,27,13:04,0.6
1447,27,17:13,1.1
1448,27,01:15,0.2
1449,28,06:21,1.0
1450,28,14:00,0.6
1451,28,18:02,1.1
1452,29,02:17,0.3
1453,29,10:02,0.8
1454,29,15:00,0.6
1455,29,19:00,0.0
1456,29,03:21,0.4
1457,30,08:00,0.9
1458,30,10:51,0.8
1459,30,15:58,0.6
1460,30,20:04,0.0
1461,31,04:26,0.4
1462,31,08:58,0.9
1463,31,12:56,0.8
1464,31,16:58,0.6
1465,31,21:23,1.0
